shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SUKHUMVIT_MAIN,13.709155, 100.599236,495
SUKHUMVIT_MAIN,13.709025, 100.599322,496
SUKHUMVIT_MAIN,13.708788, 100.599470,497
SUKHUMVIT_MAIN,13.708592, 100.599572,498
SUKHUMVIT_MAIN,13.707647, 100.600025,499
SUKHUMVIT_MAIN,13.706292, 100.600679,500
SUKHUMVIT_MAIN,13.705646, 100.600993,501
SUKHUMVIT_MAIN,13.705585, 100.601024,502
SUKHUMVIT_MAIN,13.704226, 100.601680,503
SUKHUMVIT_MAIN,13.703361, 100.602104,504
SUKHUMVIT_MAIN,13.702209, 100.602669,505
SUKHUMVIT_MAIN,13.700585, 100.603474,506
SUKHUMVIT_MAIN,13.696783, 100.605329,507
SUKHUMVIT_MAIN,13.696718, 100.605361,508
SUKHUMVIT_MAIN,13.696038, 100.605692,509
SUKHUMVIT_MAIN,13.695477, 100.605966,510
SUKHUMVIT_MAIN,13.694428, 100.606478,511
SUKHUMVIT_MAIN,13.693513, 100.606923,512
SUKHUMVIT_MAIN,13.692076, 100.607632,513
SUKHUMVIT_MAIN,13.690296, 100.608501,514
SUKHUMVIT_MAIN,13.689299, 100.608986,515
SUKHUMVIT_MAIN,13.689204, 100.609029,516
SUKHUMVIT_MAIN,13.688576, 100.609338,517
SUKHUMVIT_MAIN,13.687977, 100.609633,518
SUKHUMVIT_MAIN,13.687711, 100.609751,519
SUKHUMVIT_MAIN,13.687453, 100.609861,520
SUKHUMVIT_MAIN,13.687146, 100.609974,521
SUKHUMVIT_MAIN,13.686971, 100.610036,522
SUKHUMVIT_MAIN,13.686237, 100.610245,523
SUKHUMVIT_MAIN,13.685835, 100.610331,524
SUKHUMVIT_MAIN,13.685111, 100.610441,525
SUKHUMVIT_MAIN,13.684662, 100.610478,526
SUKHUMVIT_MAIN,13.684084, 100.610489,527
SUKHUMVIT_MAIN,13.683448, 100.610465,528
SUKHUMVIT_MAIN,13.683198, 100.610435,529
SUKHUMVIT_MAIN,13.682916, 100.610403,530
SUKHUMVIT_MAIN,13.682458, 100.610328,531
SUKHUMVIT_MAIN,13.682051, 100.610240,532
SUKHUMVIT_MAIN,13.681559, 100.610105,533
SUKHUMVIT_MAIN,13.681214, 100.609995,534
SUKHUMVIT_MAIN,13.680922, 100.609891,535
SUKHUMVIT_MAIN,13.680464, 100.609711,536
SUKHUMVIT_MAIN,13.679919, 100.609486,537
SUKHUMVIT_MAIN,13.679833, 100.609452,538
SUKHUMVIT_MAIN,13.679263, 100.609223,539
SUKHUMVIT_MAIN,13.678853, 100.609051,540
SUKHUMVIT_MAIN,13.678296, 100.608821,541
SUKHUMVIT_MAIN,13.677605, 100.608536,542
SUKHUMVIT_MAIN,13.677014, 100.608298,543
SUKHUMVIT_MAIN,13.676430, 100.608062,544
SUKHUMVIT_MAIN,13.675410, 100.607641,545
SUKHUMVIT_MAIN,13.674874, 100.607431,546
SUKHUMVIT_MAIN,13.674763, 100.607404,547
SUKHUMVIT_MAIN,13.674617, 100.607367,548
SUKHUMVIT_MAIN,13.674437, 100.607329,549
SUKHUMVIT_MAIN,13.674148, 100.607278,550
SUKHUMVIT_MAIN,13.673958, 100.607254,551
SUKHUMVIT_MAIN,13.673729, 100.607208,552
SUKHUMVIT_MAIN,13.673520, 100.607163,553
SUKHUMVIT_MAIN,13.673351, 100.607104,554
SUKHUMVIT_MAIN,13.673158, 100.607021,555
SUKHUMVIT_MAIN,13.673007, 100.606948,556
SUKHUMVIT_MAIN,13.672871, 100.606878,557
SUKHUMVIT_MAIN,13.672751, 100.606806,558
SUKHUMVIT_MAIN,13.672598, 100.606709,559
SUKHUMVIT_MAIN,13.672225, 100.606465,560
SUKHUMVIT_MAIN,13.671990, 100.606312,561
SUKHUMVIT_MAIN,13.671797, 100.606197,562
SUKHUMVIT_MAIN,13.671667, 100.606130,563
SUKHUMVIT_MAIN,13.671532, 100.606063,564
SUKHUMVIT_MAIN,13.671357, 100.605982,565
SUKHUMVIT_MAIN,13.671002, 100.605835,566
SUKHUMVIT_MAIN,13.669996, 100.605425,567
SUKHUMVIT_MAIN,13.668172, 100.604678,568
SUKHUMVIT_MAIN,13.668047, 100.604624,569
SUKHUMVIT_MAIN,13.667374, 100.604346,570
SUKHUMVIT_MAIN,13.666627, 100.604038,571
SUKHUMVIT_MAIN,13.665910, 100.603751,572
SUKHUMVIT_MAIN,13.665394, 100.603536,573
SUKHUMVIT_MAIN,13.664857, 100.603314,574
SUKHUMVIT_MAIN,13.664224, 100.603056,575
SUKHUMVIT_MAIN,13.663807, 100.602882,576
SUKHUMVIT_MAIN,13.663392, 100.602710,577
SUKHUMVIT_MAIN,13.663163, 100.602611,578
SUKHUMVIT_MAIN,13.662986, 100.602541,579
SUKHUMVIT_MAIN,13.662454, 100.602324,580
SUKHUMVIT_MAIN,13.662084, 100.602174,581
SUKHUMVIT_MAIN,13.661323, 100.601863,582
SUKHUMVIT_MAIN,13.661226, 100.601824,583
SUKHUMVIT_MAIN,13.661151, 100.601792,584
SUKHUMVIT_MAIN,13.660661, 100.601589,585
SUKHUMVIT_MAIN,13.660108, 100.601366,586
SUKHUMVIT_MAIN,13.659809, 100.601240,587
SUKHUMVIT_MAIN,13.659306, 100.601036,588
SUKHUMVIT_MAIN,13.658555, 100.600728,589
SUKHUMVIT_MAIN,13.657773, 100.600411,590
SUKHUMVIT_MAIN,13.657226, 100.600181,591
SUKHUMVIT_MAIN,13.655847, 100.599618,592
SUKHUMVIT_MAIN,13.654575, 100.599095,593
SUKHUMVIT_MAIN,13.653454, 100.598631,594
SUKHUMVIT_MAIN,13.652326, 100.598175,595
SUKHUMVIT_MAIN,13.651056, 100.597652,596
SUKHUMVIT_MAIN,13.651095, 100.597665,597
SUKHUMVIT_MAIN,13.651022, 100.597638,598
SUKHUMVIT_MAIN,13.650233, 100.597308,599
SUKHUMVIT_MAIN,13.648648, 100.596654,600
SUKHUMVIT_MAIN,13.646529, 100.595801,601
SUKHUMVIT_MAIN,13.646419, 100.595760,602
SUKHUMVIT_MAIN,13.645739, 100.595466,603
SUKHUMVIT_MAIN,13.645192, 100.595243,604
SUKHUMVIT_MAIN,13.644287, 100.594873,605
SUKHUMVIT_MAIN,13.643430, 100.594522,606
SUKHUMVIT_MAIN,13.642434, 100.594119,607
SUKHUMVIT_MAIN,13.639775, 100.593027,608
SUKHUMVIT_MAIN,13.637411, 100.592062,609
SUKHUMVIT_MAIN,13.637252, 100.591996,610
SUKHUMVIT_MAIN,13.636587, 100.591724,611
SUKHUMVIT_MAIN,13.636092, 100.591525,612
SUKHUMVIT_MAIN,13.635897, 100.591442,613
SUKHUMVIT_MAIN,13.635420, 100.591244,614
SUKHUMVIT_MAIN,13.635357, 100.591222,615
SUKHUMVIT_MAIN,13.634609, 100.590933,616
SUKHUMVIT_MAIN,13.634312, 100.590815,617
SUKHUMVIT_MAIN,13.634064, 100.590710,618
SUKHUMVIT_MAIN,13.633819, 100.590595,619
SUKHUMVIT_MAIN,13.633639, 100.590509,620
SUKHUMVIT_MAIN,13.633546, 100.590458,621
SUKHUMVIT_MAIN,13.633486, 100.590428,622
SUKHUMVIT_MAIN,13.633347, 100.590345,623
SUKHUMVIT_MAIN,13.633162, 100.590230,624
SUKHUMVIT_MAIN,13.632964, 100.590090,625
SUKHUMVIT_MAIN,13.632790, 100.589959,626
SUKHUMVIT_MAIN,13.632638, 100.589836,627
SUKHUMVIT_MAIN,13.632417, 100.589653,628
SUKHUMVIT_MAIN,13.632115, 100.589399,629
SUKHUMVIT_MAIN,13.631776, 100.589114,630
SUKHUMVIT_MAIN,13.631484, 100.588870,631
SUKHUMVIT_MAIN,13.631312, 100.588728,632
SUKHUMVIT_MAIN,13.631111, 100.588572,633
SUKHUMVIT_MAIN,13.630897, 100.588430,634
SUKHUMVIT_MAIN,13.630707, 100.588315,635
SUKHUMVIT_MAIN,13.630509, 100.588216,636
SUKHUMVIT_MAIN,13.630337, 100.588138,637
SUKHUMVIT_MAIN,13.630214, 100.588089,638
SUKHUMVIT_MAIN,13.630042, 100.588030,639
SUKHUMVIT_MAIN,13.629753, 100.587942,640
SUKHUMVIT_MAIN,13.629610, 100.587907,641
SUKHUMVIT_MAIN,13.629516, 100.587886,642
SUKHUMVIT_MAIN,13.629310, 100.587853,643
SUKHUMVIT_MAIN,13.629250, 100.587845,644
SUKHUMVIT_MAIN,13.629039, 100.587832,645
SUKHUMVIT_MAIN,13.628992, 100.587829,646
SUKHUMVIT_MAIN,13.628655, 100.587821,647
SUKHUMVIT_MAIN,13.628444, 100.587829,648
SUKHUMVIT_MAIN,13.628262, 100.587845,649
SUKHUMVIT_MAIN,13.628100, 100.587867,650
SUKHUMVIT_MAIN,13.628017, 100.587880,651
SUKHUMVIT_MAIN,13.627652, 100.587958,652
SUKHUMVIT_MAIN,13.627337, 100.588057,653
SUKHUMVIT_MAIN,13.627209, 100.588103,654
SUKHUMVIT_MAIN,13.626891, 100.588218,655
SUKHUMVIT_MAIN,13.626560, 100.588339,656
SUKHUMVIT_MAIN,13.626270, 100.588444,657
SUKHUMVIT_MAIN,13.626090, 100.588511,658
SUKHUMVIT_MAIN,13.623471, 100.589460,659
SUKHUMVIT_MAIN,13.621589, 100.590142,660
SUKHUMVIT_MAIN,13.620971, 100.590369,661
SUKHUMVIT_MAIN,13.619245, 100.590996,662
SUKHUMVIT_MAIN,13.618705, 100.591197,663
SUKHUMVIT_MAIN,13.618049, 100.591434,664
SUKHUMVIT_MAIN,13.617673, 100.591568,665
SUKHUMVIT_MAIN,13.617436, 100.591657,666
SUKHUMVIT_MAIN,13.616962, 100.591828,667
SUKHUMVIT_MAIN,13.616427, 100.592024,668
SUKHUMVIT_MAIN,13.615947, 100.592199,669
SUKHUMVIT_MAIN,13.614618, 100.592684,670
SUKHUMVIT_MAIN,13.613364, 100.593140,671
SUKHUMVIT_MAIN,13.612858, 100.593328,672
SUKHUMVIT_MAIN,13.612243, 100.593548,673
SUKHUMVIT_MAIN,13.611534, 100.593805,674
SUKHUMVIT_MAIN,13.610979, 100.594009,675
SUKHUMVIT_MAIN,13.609860, 100.594417,676
SUKHUMVIT_MAIN,13.609018, 100.594725,677
SUKHUMVIT_MAIN,13.608437, 100.594937,678
SUKHUMVIT_MAIN,13.608338, 100.594972,679
SUKHUMVIT_MAIN,13.607754, 100.595184,680
SUKHUMVIT_MAIN,13.607269, 100.595358,681
SUKHUMVIT_MAIN,13.606607, 100.595597,682
SUKHUMVIT_MAIN,13.605861, 100.595870,683
SUKHUMVIT_MAIN,13.605453, 100.596020,684
SUKHUMVIT_MAIN,13.604926, 100.596214,685
SUKHUMVIT_MAIN,13.604180, 100.596487,686
SUKHUMVIT_MAIN,13.603453, 100.596747,687
SUKHUMVIT_MAIN,13.603291, 100.596804,688
SUKHUMVIT_MAIN,13.603145, 100.596850,689
SUKHUMVIT_MAIN,13.602994, 100.596895,690
SUKHUMVIT_MAIN,13.602817, 100.596946,691
SUKHUMVIT_MAIN,13.602465, 100.597040,692
SUKHUMVIT_MAIN,13.602201, 100.597110,693
SUKHUMVIT_MAIN,13.602024, 100.597156,694
SUKHUMVIT_MAIN,13.601278, 100.597341,695
SUKHUMVIT_MAIN,13.601000, 100.597410,696
SUKHUMVIT_MAIN,13.600887, 100.597439,697
SUKHUMVIT_MAIN,13.600770, 100.597472,698
SUKHUMVIT_MAIN,13.600653, 100.597512,699
SUKHUMVIT_MAIN,13.600572, 100.597542,700
SUKHUMVIT_MAIN,13.600462, 100.597598,701
SUKHUMVIT_MAIN,13.600311, 100.597732,702
SUKHUMVIT_MAIN,13.600220, 100.597831,703
SUKHUMVIT_MAIN,13.600051, 100.598099,704
SUKHUMVIT_MAIN,13.599918, 100.598384,705
SUKHUMVIT_MAIN,13.599628, 100.598998,706
SUKHUMVIT_MAIN,13.599216, 100.599861,707
SUKHUMVIT_MAIN,13.598956, 100.600409,708
SUKHUMVIT_MAIN,13.598737, 100.600870,709
SUKHUMVIT_MAIN,13.598471, 100.601433,710
SUKHUMVIT_MAIN,13.598299, 100.601795,711
SUKHUMVIT_MAIN,13.598080, 100.602257,712
SUKHUMVIT_MAIN,13.597876, 100.602686,713
SUKHUMVIT_MAIN,13.597587, 100.603295,714
SUKHUMVIT_MAIN,13.597358, 100.603783,715
SUKHUMVIT_MAIN,13.596740, 100.605083,716
SUKHUMVIT_MAIN,13.596122, 100.606382,717
SUKHUMVIT_MAIN,13.595832, 100.606725,718
SUKHUMVIT_MAIN,13.595566, 100.606964,719
SUKHUMVIT_MAIN,13.595069, 100.607248,720
SUKHUMVIT_MAIN,13.594099, 100.607795,721
SUKHUMVIT_MAIN,13.593066, 100.608388,722
SUKHUMVIT_MAIN,13.592579, 100.608665,723
SUKHUMVIT_MAIN,13.591974, 100.609008,724
SUKHUMVIT_MAIN,13.591494, 100.609276,725
SUKHUMVIT_MAIN,13.590858, 100.609627,726
SUKHUMVIT_MAIN,13.590579, 100.609762,727
SUKHUMVIT_MAIN,13.590258, 100.609847,728
SUKHUMVIT_MAIN,13.590034, 100.609866,729
SUKHUMVIT_MAIN,13.589682, 100.609858,730
SUKHUMVIT_MAIN,13.589273, 100.609786,731
SUKHUMVIT_MAIN,13.588819, 100.609612,732
SUKHUMVIT_MAIN,13.588220, 100.609384,733
SUKHUMVIT_MAIN,13.587045, 100.608936,734
SUKHUMVIT_MAIN,13.585686, 100.608415,735
SUKHUMVIT_MAIN,13.584400, 100.607924,736
SUKHUMVIT_MAIN,13.584017, 100.607780,737
SUKHUMVIT_MAIN,13.583355, 100.607533,738
SUKHUMVIT_MAIN,13.582450, 100.607192,739
SUKHUMVIT_MAIN,13.581921, 100.606991,740
SUKHUMVIT_MAIN,13.581431, 100.606806,741
SUKHUMVIT_MAIN,13.580568, 100.606482,742
SUKHUMVIT_MAIN,13.579160, 100.605953,743
SUKHUMVIT_MAIN,13.578633, 100.605754,744
SUKHUMVIT_MAIN,13.578091, 100.605551,745
SUKHUMVIT_MAIN,13.577634, 100.605379,746
SUKHUMVIT_MAIN,13.576732, 100.605039,747
SUKHUMVIT_MAIN,13.576260, 100.604861,748
SUKHUMVIT_MAIN,13.575929, 100.604759,749
SUKHUMVIT_MAIN,13.575645, 100.604700,750
SUKHUMVIT_MAIN,13.575030, 100.604652,751
SUKHUMVIT_MAIN,13.574323, 100.604722,752
SUKHUMVIT_MAIN,13.573434, 100.604995,753
SUKHUMVIT_MAIN,13.572107, 100.605628,754
SUKHUMVIT_MAIN,13.571578, 100.605882,755
SUKHUMVIT_MAIN,13.568465, 100.607364,756
SUKHUMVIT_MAIN,13.567693, 100.607733,757
