stop_id,stop_name,stop_name_th,stop_lat,stop_lon,stop_code,stop_desc,zone_id
SRT_1121,,บ้านตูม,,,1121,SNNE Station,
SRT_1122,,แควน้อย,,,1122,SNNE Station,
SRT_1125,,พรหมพิราม,,,1125,SNNE Station,
SRT_1127,,หนองตม,,,1127,SNNE Station,
SRT_1130,,บ้านบุ่ง,,,1130,SNNE Station,
SRT_1131,,บ้านโคน,,,1131,SNNE Station,
SRT_1134,,พิชัย,,,1134,SNNE Station,
SRT_1136,,ไร่อ้อย,,,1136,SNNE Station,
SRT_1143,,สวรรคโลก,,,1143,SNNE Station,
SRT_1139,,คลองมะพลับ,,,1139,SNNE Station,
SRT_1137,,ชุมทางบ้านดารา,,,1137,SNNE Station,
SRT_1144,,ท่าสัก,,,1144,SNNE Station,
SRT_1146,,ตรอน,,,1146,SNNE Station,
SRT_1148,,วังกะพี้,,,1148,SNNE Station,
SRT_1150,,อุตรดิตถ์,,,1150,SNNE Station,
SRT_1151,,ศิลาอาสน์,,,1151,SNNE Station,
SRT_1152,,ท่าเสา,,,1152,SNNE Station,
SRT_1154,,บ้านด่าน,,,1154,SNNE Station,
SRT_1157,,ปางต้นผึ้ง,,,1157,SNNE Station,
SRT_1159,,เขาพลึง,,,1159,SNNE Station,
SRT_1160,,ห้วยไร่,,,1160,SNNE Station,
SRT_1161,,ไร่เกล็ดดาว,,,1161,SNNE Station,
SRT_1162,,แม่พวก,,,1162,SNNE Station,
SRT_1164,,เด่นชัย,,,1164,SNNE Station,
SRT_1165,,ปากปาน,,,1165,SNNE Station,
SRT_1169,,ห้วยแม่ต้า,,,1169,SNNE Station,
SRT_1172,,บ้านปิน,,,1172,SNNE Station,
SRT_1176,,ผาคัน,,,1176,SNNE Station,
SRT_1177,,ผาคอ,,,1177,SNNE Station,
SRT_1182,,แม่จาง,,,1182,SNNE Station,
SRT_1184,,แม่เมาะ,,,1184,SNNE Station,
SRT_1185,,ห้วยรากไม้,,,1185,SNNE Station,
SRT_1187,,ศาลาผาลาด,,,1187,SNNE Station,
SRT_1189,,แม่ทะ,,,1189,SNNE Station,
SRT_1192,,หนองวัวเฒ่า,,,1192,SNNE Station,
SRT_1193,,นครลำปาง,,,1193,SNNE Station,
SRT_1196,,ห้างฉัตร,,,1196,SNNE Station,
SRT_1198,,ปางม่วง,,,1198,SNNE Station,
SRT_1199,,ห้วยเรียน,,,1199,SNNE Station,
SRT_1201,,แม่ตานน้อย,,,1201,SNNE Station,
SRT_1204,,ขุนตาน,,,1204,SNNE Station,
SRT_1206,,ทาชมภู,,,1206,SNNE Station,
SRT_1208,,ศาลาแม่ทา,,,1208,SNNE Station,
SRT_1212,,หนองหล่ม,,,1212,SNNE Station,
SRT_1216,,ลำพูน,,,1216,SNNE Station,
SRT_1218,,ป่าเส้า,,,1218,SNNE Station,
SRT_1220,,สารภี,,,1220,SNNE Station,
SRT_1222,,เชียงใหม่,,,1222,SNNE Station,
SRT_2001,,หนองกวย,,,2001,SNNE Station,
SRT_2002,,หนองแซง,,,2002,SNNE Station,
SRT_2004,,หนองสีดา,,,2004,SNNE Station,
SRT_2005,,บ้านป๊อกแป๊ก,,,2005,SNNE Station,
SRT_2007,,สระบุรี,,,2007,SNNE Station,
SRT_2009,,ชุมทางหนองบัว,,,2009,SNNE Station,
SRT_2011,,ชุมทางแก่งคอย,,,2011,SNNE Station,
SRT_2082,,มาบกะเบา,,,2082,SNNE Station,
SRT_2083,,ผาเสด็จ,,,2083,SNNE Station,
SRT_2084,,หินลับ,,,2084,SNNE Station,
SRT_2087,,มวกเหล็กใหม่,,,2087,SNNE Station,
SRT_2086,,มวกเหล็ก,,,2086,SNNE Station,
SRT_2088,,กลางดง,,,2088,SNNE Station,
SRT_2089,,ปางอโศก,,,2089,SNNE Station,
SRT_2091,,บันไดม้า,,,2091,SNNE Station,
SRT_2093,,ปากช่อง,,,2093,SNNE Station,
SRT_2095,,ซับม่วง,,,2095,SNNE Station,
SRT_2096,,จันทึก,,,2096,SNNE Station,
SRT_2097,,คลองขนานจิตร,,,2097,SNNE Station,
SRT_2100,,คลองไผ่,,,2100,SNNE Station,
SRT_2101,,ลาดบัวขาว,,,2101,SNNE Station,
SRT_2102,,บ้านใหม่สำโรง,,,2102,SNNE Station,
SRT_2103,,หนองน้ำขุ่น,,,2103,SNNE Station,
SRT_2105,,สีคิ้ว,,,2105,SNNE Station,
SRT_2106,,โคกสะอาด,,,2106,SNNE Station,
SRT_2107,,สูงเนิน,,,2107,SNNE Station,
SRT_2109,,กุดจิก,,,2109,SNNE Station,
SRT_2111,,โคกกรวด,,,2111,SNNE Station,
SRT_2113,,ภูเขาลาด,,,2113,SNNE Station,
SRT_2114,,นครราชสีมา,,,2114,SNNE Station,
SRT_2115,,ชุมทางถนนจิระ,,,2115,SNNE Station,
SRT_2211,,บ้านพะเนา,,,2211,SNNE Station,
SRT_2212,,บ้านพระพุทธ,,,2212,SNNE Station,
SRT_2213,,ท่าช้าง,,,2213,SNNE Station,
SRT_2215,,หนองมโนรมย์,,,2215,SNNE Station,
SRT_2217,,จักราช,,,2217,SNNE Station,
SRT_2220,,บ้านหินโคน,,,2220,SNNE Station,
SRT_2222,,หินดาษ,,,2222,SNNE Station,
SRT_2224,,ห้วยแถลง,,,2224,SNNE Station,
SRT_2227,,หนองกะทิง,,,2227,SNNE Station,
SRT_2229,,ลำปลายมาศ,,,2229,SNNE Station,
SRT_2231,,ทะเมนชัย,,,2231,SNNE Station,
SRT_2233,,บ้านแสลงพัน,,,2233,SNNE Station,
SRT_2234,,บ้านหนองตาด,,,2234,SNNE Station,
SRT_2236,,บุรีรัมย์,,,2236,SNNE Station,
SRT_2237,,บ้านตะโก,,,2237,SNNE Station,
SRT_2239,,ห้วยราช,,,2239,SNNE Station,
SRT_2243,,กระสัง,,,2243,SNNE Station,
SRT_2244,,หนองเต็ง,,,2244,SNNE Station,
SRT_2246,,ลำชี,,,2246,SNNE Station,
SRT_2248,,สุรินทร์,,,2248,SNNE Station,
SRT_2250,,บุฤาษี,,,2250,SNNE Station,
SRT_2252,,เมืองที,,,2252,SNNE Station,
SRT_2254,,กะโดนค้อ,,,2254,SNNE Station,
SRT_2256,,ศีขรภูมิ,,,2256,SNNE Station,
SRT_2258,,บ้านกะลัน,,,2258,SNNE Station,
SRT_2261,,สำโรงทาบ,,,2261,SNNE Station,
SRT_2264,,ห้วยทับทัน,,,2264,SNNE Station,
SRT_2266,,หนองแคน,,,2266,SNNE Station,
SRT_2267,,อุทุมพรพิสัย,,,2267,SNNE Station,
SRT_2268,,บ้านแต้,,,2268,SNNE Station,
SRT_2270,,บ้านเนียม,,,2270,SNNE Station,
SRT_2273,,ศรีสะเกษ,,,2273,SNNE Station,
SRT_2275,,เฉลิมกาญจนา,,,2275,SNNE Station,
SRT_2277,,หนองแวง,,,2277,SNNE Station,
SRT_2279,,บ้านคล้อ,,,2279,SNNE Station,
SRT_2281,,กันทรารมย์,,,2281,SNNE Station,
SRT_2283,,บ้านโนนผึ้ง,,,2283,SNNE Station,
SRT_2285,,ห้วยขยุง,,,2285,SNNE Station,
SRT_2286,,บ้านถ่อน,,,2286,SNNE Station,
SRT_2288,,บุ่งหวาย,,,2288,SNNE Station,
SRT_2290,,อุบลราชธานี,,,2290,SNNE Station,
SRT_2012,,บ้านช่องใต้,,,2012,SNNE Station,
SRT_2013,,เขาคอก,,,2013,SNNE Station,
SRT_2015,,เขาหินดาด,,,2015,SNNE Station,
SRT_2017,,หินซ้อน,,,2017,SNNE Station,
SRT_2018,,เขาสูง,,,2018,SNNE Station,
SRT_2020,,แก่งเสือเต้น,,,2020,SNNE Station,
SRT_2301,,เขื่อนป่าสักชลสิทธิ์,,,2301,SNNE Station,
SRT_2022,,บ้านหนองบัว,,,2022,SNNE Station,
SRT_2024,,โคกสลุง,,,2024,SNNE Station,
SRT_2026,,สุรนารายณ์,,,2026,SNNE Station,
SRT_2028,,โรงเรียนอัสสัมชัญคอนแวนต์,,,2028,SNNE Station,
SRT_2030,,เขายายกะตา,,,2030,SNNE Station,
SRT_2032,,ตลาดลำนารายณ์,,,2032,SNNE Station,
SRT_2033,,ลำนารายณ์,,,2033,SNNE Station,
SRT_2036,,บ้านเกาะรัง,,,2036,SNNE Station,
SRT_2038,,แผ่นดินทอง,,,2038,SNNE Station,
SRT_2041,,บ้านจงโก,,,2041,SNNE Station,
SRT_2042,,โคกคลี,,,2042,SNNE Station,
SRT_2045,,ช่องสำราญ,,,2045,SNNE Station,
SRT_2049,,บ้านวะตะแบก (เทพสถิต),,,2049,SNNE Station,
SRT_2052,,ห้วยยายจิ๋ว,,,2052,SNNE Station,
SRT_2054,,บ้านปากจาบ,,,2054,SNNE Station,
SRT_2057,,บำเหน็จณรงค์,,,2057,SNNE Station,
SRT_2058,,บ้านกลอย,,,2058,SNNE Station,
SRT_2059,,วังกะอาม,,,2059,SNNE Station,
SRT_2060,,โนนคร้อ,,,2060,SNNE Station,
SRT_2062,,จัตุรัส,,,2062,SNNE Station,
SRT_2066,,หนองฉิม,,,2066,SNNE Station,
SRT_2068,,บ้านตาเนิน,,,2068,SNNE Station,
SRT_2069,,บ้านหนองขาม,,,2069,SNNE Station,
SRT_2072,,บ้านเหลื่อม,,,2072,SNNE Station,
SRT_2073,,บ้านโคกกระเบื้อง,,,2073,SNNE Station,
SRT_2075,,บ้านหนองปรือโป่ง,,,2075,SNNE Station,
SRT_2076,,หนองพลวง,,,2076,SNNE Station,
SRT_2303,,บ้านกระพี้,,,2303,SNNE Station,
SRT_2077,,บ้านเก่างิ้ว,,,2077,SNNE Station,
SRT_2078,,บ้านสระครก,,,2078,SNNE Station,
SRT_2079,,บ้านโสกรัง,,,2079,SNNE Station,
SRT_2117,,บ้านเกาะ,,,2117,SNNE Station,
SRT_2119,,หนองไข่น้ำ,,,2119,SNNE Station,
SRT_2120,,บ้านกระโดน,,,2120,SNNE Station,
SRT_2291,,บ้านหนองกันงา,,,2291,SNNE Station,
SRT_2121,,หนองแมว,,,2121,SNNE Station,
SRT_2122,,โนนสูง,,,2122,SNNE Station,
SRT_2124,,บ้านดงพลอง,,,2124,SNNE Station,
SRT_2126,,บ้านมะค่า,,,2126,SNNE Station,
SRT_2127,,เนินถั่วแปบ,,,2127,SNNE Station,
SRT_2128,,พลสงคราม,,,2128,SNNE Station,
SRT_2129,,บ้านดอนใหญ่,,,2129,SNNE Station,
SRT_2131,,เมืองคง,,,2131,SNNE Station,
SRT_2132,,บ้านไร่,,,2132,SNNE Station,
SRT_2133,,โนนทองหลาง,,,2133,SNNE Station,
SRT_2135,,ห้วยระหัด,,,2135,SNNE Station,
SRT_2136,,ชุมทางบัวใหญ่,,,2136,SNNE Station,
SRT_2137,,เนินสวัสดิ์,,,2137,SNNE Station,
SRT_2139,,หนองบัวลาย,,,2139,SNNE Station,
SRT_2140,,ศาลาดิน,,,2140,SNNE Station,
SRT_2142,,หนองมะเขือ,,,2142,SNNE Station,
SRT_2144,,เมืองพล,,,2144,SNNE Station,
SRT_2149,,บ้านหัน,,,2149,SNNE Station,
SRT_2152,,บ้านไผ่,,,2152,SNNE Station,
SRT_2156,,บ้านแฮด,,,2156,SNNE Station,
SRT_2163,,ขอนแก่น,,,2163,SNNE Station,
SRT_2166,,สำราญ,,,2166,SNNE Station,
SRT_2170,,โนนพยอม,,,2170,SNNE Station,
SRT_2171,,บ้านวังชัย,,,2171,SNNE Station,
SRT_2172,,น้ำพอง,,,2172,SNNE Station,
SRT_2174,,ห้วยเสียว,,,2174,SNNE Station,
SRT_2177,,เขาสวนกวาง,,,2177,SNNE Station,
SRT_2181,,โนนสะอาด,,,2181,SNNE Station,
SRT_2183,,ห้วยเกิ้ง,,,2183,SNNE Station,
SRT_2186,,กุมภวาปี,,,2186,SNNE Station,
SRT_2188,,ห้วยสามพาด,,,2188,SNNE Station,
SRT_2190,,หนองตะไก้,,,2190,SNNE Station,
SRT_2193,,คำกลิ้ง,,,2193,SNNE Station,
SRT_2194,,หนองขอนกว้าง,,,2194,SNNE Station,
SRT_2195,,อุดรธานี,,,2195,SNNE Station,
SRT_2201,,นาพู่,,,2201,SNNE Station,
SRT_2207,,นาทา,,,2207,SNNE Station,
SRT_2209,,หนองคาย,,,2209,SNNE Station,
SRT_7201,,ท่านาแล้ง,,,7201,SNNE Station,
SRT_7203,,เวียงจันทน์(คำสะหวาด),,,7203,SNNE Station,
SRT_3018,,คลองอุดมชลจร,,,3018,SS Station,
SRT_3019,,เปรง,,,3019,SS Station,
SRT_3020,,คลองแขวงกลั่น,,,3020,SS Station,
SRT_3021,,คลองบางพระ,,,3021,SS Station,
SRT_3022,,บางเตย,,,3022,SS Station,
SRT_3023,,ชุมทางฉะเชิงเทรา,,,3023,SS Station,
SRT_3053,,โพรงอากาศ,,,3053,SS Station,
SRT_3055,,บางน้ำเปรี้ยว,,,3055,SS Station,
SRT_3057,,ชุมทางคลองสิบเก้า,,,3057,SS Station,
SRT_3058,,คลองยี่สิบเอ็ด,,,3058,SS Station,
SRT_3059,,โยทะกา,,,3059,SS Station,
SRT_3061,,บ้านสร้าง,,,3061,SS Station,
SRT_3063,,หนองน้ำขาว,,,3063,SS Station,
SRT_3064,,บ้านปากพลี,,,3064,SS Station,
SRT_3066,,ปราจีนบุรี,,,3066,SS Station,
SRT_3068,,โคกมะกอก,,,3068,SS Station,
SRT_3070,,ประจันตคาม,,,3070,SS Station,
SRT_3072,,บ้านดงบัง,,,3072,SS Station,
SRT_3125,,หนองศรีวิชัย,,,3125,SS Station,
SRT_3073,,บ้านพรหมแสง,,,3073,SS Station,
SRT_3067,,หนองกระจับ,,,3067,SS Station,
SRT_3071,,หนองแสง,,,3071,SS Station,
SRT_3074,,บ้านเกาะแดง,,,3074,SS Station,
SRT_3075,,กบินทร์บุรี,,,3075,SS Station,
SRT_3076,,กบินทร์เก่า,,,3076,SS Station,
SRT_3078,,หนองสัง,,,3078,SS Station,
SRT_3081,,พระปรง,,,3081,SS Station,
SRT_3083,,บ้านแก้ง,,,3083,SS Station,
SRT_3085,,ศาลาลำดวน,,,3085,SS Station,
SRT_3087,,สระแก้ว,,,3087,SS Station,
SRT_3090,,ท่าเกษม,,,3090,SS Station,
SRT_3092,,ห้วยโจด,,,3092,SS Station,
SRT_3094,,วัฒนานคร,,,3094,SS Station,
SRT_3096,,บ้านโป่งคอม,,,3096,SS Station,
SRT_3097,,ห้วยเดื่อ,,,3097,SS Station,
SRT_3100,,อรัญประเทศ,,,3100,SS Station,
SRT_3130,,ด่านพรมแดนบ้านคลองลึก,,,3130,SS Station,
SRT_3026,,ดอนสีนนท์,,,3026,SS Station,
SRT_3029,,พานทอง,,,3029,SS Station,
SRT_3032,,ชลบุรี,,,3032,SS Station,
SRT_3033,,แสนสุข,,,3033,SS Station,
SRT_3034,,บางพระ,,,3034,SS Station,
SRT_3035,,เขาพระบาท,,,3035,SS Station,
SRT_3036,,ชุมทางศรีราชา,,,3036,SS Station,
SRT_3037,,แหลมฉบัง,,,3037,SS Station,
SRT_3039,,บางละมุง,,,3039,SS Station,
SRT_3041,,พัทยา,,,3041,SS Station,
SRT_3042,,พัทยาใต้,,,3042,SS Station,
SRT_3124,,ตลาดน้ำ 4 ภาค,,,3124,SS Station,
SRT_3043,,บ้านห้วยขวาง,,,3043,SS Station,
SRT_3123,,ญาณสังวราราม,,,3123,SS Station,
SRT_3044,,สวนนงนุช,,,3044,SS Station,
SRT_3045,,ชุมทางเขาชีจรรย์,,,3045,SS Station,
SRT_3047,,บ้านพลูตาหลวง,,,3047,SS Station,
SRT_3048,,อู่ตะเภา,,,3048,SS Station,
SRT_3049,,จุกเสม็ด,,,3049,SS Station,
SRT_4434,,จรัลสนิทวงศ์,,,4434,SE Station,
SRT_4009,,ศาลายา,,,4009,SE Station,
SRT_4010,,วัดสุวรรณ,,,4010,SE Station,
SRT_4011,,คลองมหาสวัสดิ์,,,4011,SE Station,
SRT_4012,,วัดงิ้วราย,,,4012,SE Station,
SRT_4013,,นครชัยศรี,,,4013,SE Station,
SRT_4014,,ท่าแฉลบ,,,4014,SE Station,
SRT_4015,,ต้นสำโรง,,,4015,SE Station,
SRT_4016,,นครปฐม,,,4016,SE Station,
SRT_4017,,พระราชวังสนามจันทร์,,,4017,SE Station,
SRT_4018,,โพรงมะเดื่อ,,,4018,SE Station,
SRT_4019,,คลองบางตาล,,,4019,SE Station,
SRT_4020,,ชุมทางหนองปลาดุก,,,4020,SE Station,
SRT_4026,,ทุ่งบัว,,,4026,SE Station,
SRT_4028,,โรงเรียนการบิน,,,4028,SE Station,
SRT_4033,,ศรีสำราญ,,,4033,SE Station,
SRT_4036,,ดอนทอง,,,4036,SE Station,
SRT_4042,,สุพรรณบุรี,,,4042,SE Station,
SRT_4043,,ถนนทรงพล,,,4043,SE Station,
SRT_4044,,สระโกสินารายณ์,,,4044,SE Station,
SRT_4045,,ลูกแก,,,4045,SE Station,
SRT_4048,,ท่าเรือน้อย,,,4048,SE Station,
SRT_4052,,ทุ่งทอง,,,4052,SE Station,
SRT_4057,,กาญจนบุรี,,,4057,SE Station,
SRT_4058,,สะพานแควใหญ่,,,4058,SE Station,
SRT_4059,,เขาปูน,,,4059,SE Station,
SRT_4061,,วังลาน,,,4061,SE Station,
SRT_4062,,นากาญจน์,,,4062,SE Station,
SRT_4063,,วังเย็น,,,4063,SE Station,
SRT_4064,,วังตะเคียน,,,4064,SE Station,
SRT_4065,,บ้านโป่งเสี้ยว,,,4065,SE Station,
SRT_4066,,บ้านเก่า,,,4066,SE Station,
SRT_4067,,ท่าตาเสือ,,,4067,SE Station,
SRT_4069,,ท่ากิเลน,,,4069,SE Station,
SRT_4070,,วังสิงห์,,,4070,SE Station,
SRT_4071,,ลุ่มสุ่ม,,,4071,SE Station,
SRT_4072,,สะพานถ้ำกระแซ,,,4072,SE Station,
SRT_4073,,วังโพ,,,4073,SE Station,
SRT_4074,,เกาะมหามงคล,,,4074,SE Station,
SRT_4075,,ช่องแคบ,,,4075,SE Station,
SRT_4076,,วังใหญ่,,,4076,SE Station,
SRT_4436,,บ้านพุพง,,,4436,SE Station,
SRT_4077,,น้ำตก,,,4077,SE Station,
SRT_4079,,บ้านโป่ง,,,4079,SE Station,
SRT_4081,,นครชุมน์,,,4081,SE Station,
SRT_4082,,คลองตาคต,,,4082,SE Station,
SRT_4083,,โพธาราม,,,4083,SE Station,
SRT_4085,,เจ็ดเสมียน,,,4085,SE Station,
SRT_4087,,บ้านกล้วย,,,4087,SE Station,
SRT_4089,,ราชบุรี,,,4089,SE Station,
SRT_4090,,บ้านคูบัว,,,4090,SE Station,
SRT_4091,,บ่อตะคร้อ,,,4091,SE Station,
SRT_4092,,บ้านป่าไก่,,,4092,SE Station,
SRT_4093,,ปากท่อ,,,4093,SE Station,
SRT_4094,,ห้วยโรง,,,4094,SE Station,
SRT_4095,,บางเค็ม,,,4095,SE Station,
SRT_4097,,เขาย้อย,,,4097,SE Station,
SRT_4098,,หนองปลาไหล,,,4098,SE Station,
SRT_4104,,เขาทโมน,,,4104,SE Station,
SRT_4105,,หนองไม้เหลือง,,,4105,SE Station,
SRT_4107,,หนองจอก,,,4107,SE Station,
SRT_4108,,หนองศาลา,,,4108,SE Station,
SRT_4111,,ชะอำ,,,4111,SE Station,
SRT_4114,,ห้วยทรายเหนือ,,,4114,SE Station,
SRT_4115,,ห้วยทรายใต้,,,4115,SE Station,
SRT_4118,,หัวหิน,,,4118,SE Station,
SRT_4119,,หนองแก,,,4119,SE Station,
SRT_4120,,สวนสนประดิพัทธ์,,,4120,SE Station,
SRT_4121,,เขาเต่า,,,4121,SE Station,
SRT_4123,,วังก์พง,,,4123,SE Station,
SRT_4124,,ปราณบุรี,,,4124,SE Station,
SRT_4126,,หนองคาง,,,4126,SE Station,
SRT_4128,,สามร้อยยอด,,,4128,SE Station,
SRT_4130,,สามกระทาย,,,4130,SE Station,
SRT_4133,,กุยบุรี,,,4133,SE Station,
SRT_4135,,บ่อนอก,,,4135,SE Station,
SRT_4138,,ทุ่งมะเม่า,,,4138,SE Station,
SRT_4140,,คั่นกระได,,,4140,SE Station,
SRT_4142,,ประจวบคีรีขันธ์,,,4142,SE Station,
SRT_4144,,หนองหิน,,,4144,SE Station,
SRT_4145,,หว้ากอ,,,4145,SE Station,
SRT_4146,,วังด้วน,,,4146,SE Station,
SRT_4149,,ห้วยยาง,,,4149,SE Station,
SRT_4152,,ทุ่งประดู่,,,4152,SE Station,
SRT_4153,,ทับสะแก,,,4153,SE Station,
SRT_4154,,ดอนทราย,,,4154,SE Station,
SRT_4156,,โคกตาหอม,,,4156,SE Station,
SRT_4158,,บ้านกรูด,,,4158,SE Station,
SRT_4159,,หนองมงคล,,,4159,SE Station,
SRT_4161,,นาผักขวง,,,4161,SE Station,
SRT_4163,,บางสะพานใหญ่,,,4163,SE Station,
SRT_4164,,หินกอง,,,4164,SE Station,
SRT_4165,,ชะม่วง,,,4165,SE Station,
SRT_4167,,บางสะพานน้อย,,,4167,SE Station,
SRT_4169,,ห้วยสัก,,,4169,SE Station,
SRT_4172,,เขาไชยราช,,,4172,SE Station,
SRT_4175,,มาบอำมฤต,,,4175,SE Station,
SRT_4177,,บ้านทรัพย์สมบูรณ์,,,4177,SE Station,
SRT_4178,,คลองวังช้าง,,,4178,SE Station,
SRT_4179,,ปะทิว,,,4179,SE Station,
SRT_4181,,บ้านคอกม้า,,,4181,SE Station,
SRT_4182,,สะพลี,,,4182,SE Station,
SRT_4183,,หนองเนียน,,,4183,SE Station,
SRT_4184,,นาชะอัง,,,4184,SE Station,
SRT_4186,,ชุมพร,,,4186,SE Station,
SRT_4187,,แสงแดด,,,4187,SE Station,
SRT_4189,,ทุ่งคา,,,4189,SE Station,
SRT_4191,,วิสัย,,,4191,SE Station,
SRT_4192,,บ้านครน,,,4192,SE Station,
SRT_4194,,สวี,,,4194,SE Station,
SRT_4196,,เขาสวนทุเรียน,,,4196,SE Station,
SRT_4197,,เขาปีบ,,,4197,SE Station,
SRT_4199,,ปากตะโก,,,4199,SE Station,
SRT_4200,,ท่าทอง,,,4200,SE Station,
SRT_4201,,ควนหินมุ้ย,,,4201,SE Station,
SRT_4203,,หลังสวน,,,4203,SE Station,
SRT_4205,,คลองขนาน,,,4205,SE Station,
SRT_4206,,หัวมาด,,,4206,SE Station,
SRT_4208,,ละแม,,,4208,SE Station,
SRT_4210,,บ้านดวด,,,4210,SE Station,
SRT_4212,,คันธุลี,,,4212,SE Station,
SRT_4213,,ดอนธูป,,,4213,SE Station,
SRT_4215,,ท่าชนะ,,,4215,SE Station,
SRT_4217,,บ้านเกาะมุกข์,,,4217,SE Station,
SRT_4218,,เขาพนมแบก,,,4218,SE Station,
SRT_4221,,ไชยา,,,4221,SE Station,
SRT_4224,,ท่าฉาง,,,4224,SE Station,
SRT_4225,,คลองขุด,,,4225,SE Station,
SRT_4226,,คลองไทร,,,4226,SE Station,
SRT_4227,,มะลวน,,,4227,SE Station,
SRT_4229,,ชุมทางบ้านทุ่งโพธิ์,,,4229,SE Station,
SRT_4230,,บ้านดอนรัก,,,4230,SE Station,
SRT_4232,,บ้านทุ่งหลวง,,,4232,SE Station,
SRT_4233,,บ้านขนาย,,,4233,SE Station,
SRT_4234,,บ้านดอนเรียบ,,,4234,SE Station,
SRT_4235,,คลองยัน,,,4235,SE Station,
SRT_4236,,เขาหลุง,,,4236,SE Station,
SRT_4237,,บ้านยาง,,,4237,SE Station,
SRT_4238,,คีรีรัฐนิคม,,,4238,SE Station,
SRT_4239,,สุราษฎร์ธานี,,,4239,SE Station,
SRT_4241,,เขาหัวควาย,,,4241,SE Station,
SRT_4243,,บ่อกรัง,,,4243,SE Station,
SRT_4245,,เขาพลู,,,4245,SE Station,
SRT_4246,,คลองยา,,,4246,SE Station,
SRT_4247,,บ้านนา,,,4247,SE Station,
SRT_4249,,ห้วยมุด,,,4249,SE Station,
SRT_4250,,นาสาร,,,4250,SE Station,
SRT_4252,,คลองปราบ,,,4252,SE Station,
SRT_4253,,พรุพี,,,4253,SE Station,
SRT_4254,,คลองสูญ,,,4254,SE Station,
SRT_4255,,บ้านส้อง,,,4255,SE Station,
SRT_4257,,บ้านพรุกระแชง,,,4257,SE Station,
SRT_4258,,ห้วยปริก,,,4258,SE Station,
SRT_4259,,กระเบียด,,,4259,SE Station,
SRT_4261,,ทานพอ,,,4261,SE Station,
SRT_4262,,ฉวาง,,,4262,SE Station,
SRT_4264,,คลองจันดี,,,4264,SE Station,
SRT_4265,,พ่อท่านคล้ายวาจาสิทธิ์,,,4265,SE Station,
SRT_4266,,หลักช้าง,,,4266,SE Station,
SRT_4267,,คลองกุย,,,4267,SE Station,
SRT_4268,,นาบอน,,,4268,SE Station,
SRT_4269,,คลองจัง,,,4269,SE Station,
SRT_4433,,บ้านเกาะปริง,,,4433,SE Station,
SRT_4270,,ชุมทางทุ่งสง,,,4270,SE Station,
SRT_4272,,ที่วัง,,,4272,SE Station,
SRT_4275,,กะปาง,,,4275,SE Station,
SRT_4281,,ห้วยยอด,,,4281,SE Station,
SRT_4289,,ตรัง,,,4289,SE Station,
SRT_4294,,กันตัง,,,4294,SE Station,
SRT_4295,,ใสใหญ่,,,4295,SE Station,
SRT_4297,,ช่องเขา,,,4297,SE Station,
SRT_4299,,ร่อนพิบูลย์,,,4299,SE Station,
SRT_4300,,ชุมทางเขาชุมทอง,,,4300,SE Station,
SRT_4301,,บ้านเกยเชน,,,4301,SE Station,
SRT_4302,,บ้านทุ่งหล่อ,,,4302,SE Station,
SRT_4303,,โคกคราม,,,4303,SE Station,
SRT_4304,,บ้านห้วยยูง,,,4304,SE Station,
SRT_4305,,บ้านท่าช้าง,,,4305,SE Station,
SRT_4306,,วังวัว,,,4306,SE Station,
SRT_4307,,มะม่วงสองต้น,,,4307,SE Station,
SRT_4308,,นครศรีธรรมราช,,,4308,SE Station,
SRT_4310,,ควนหนองคว้า,,,4310,SE Station,
SRT_4312,,บ้านตูล,,,4312,SE Station,
SRT_4366,,บ้านทุ่งค่าย,,,4366,SE Station,
SRT_4315,,ชะอวด,,,4315,SE Station,
SRT_4316,,หนองจิก,,,4316,SE Station,
SRT_4317,,บ้านนางหลง,,,4317,SE Station,
SRT_4435,,บ้านตรอกแค,,,4435,SE Station,
SRT_4318,,บ้านขอนหาด,,,4318,SE Station,
SRT_4319,,แหลมโตนด,,,4319,SE Station,
SRT_4320,,บ้านสุนทรา,,,4320,SE Station,
SRT_4321,,ปากคลอง,,,4321,SE Station,
SRT_4323,,บ้านมะกอกใต้,,,4323,SE Station,
SRT_4324,,ชัยบุรี,,,4324,SE Station,
SRT_4325,,พัทลุง,,,4325,SE Station,
SRT_4326,,นาปรือ,,,4326,SE Station,
SRT_4327,,บ้านค่ายไทย,,,4327,SE Station,
SRT_4328,,บ้านต้นโดน,,,4328,SE Station,
SRT_4329,,บ้านห้วยแตน,,,4329,SE Station,
SRT_4330,,เขาชัยสน,,,4330,SE Station,
SRT_4331,,บางแก้ว,,,4331,SE Station,
SRT_4333,,ควนพระ,,,4333,SE Station,
SRT_4334,,ควนเคี่ยม,,,4334,SE Station,
SRT_4335,,หารกง,,,4335,SE Station,
SRT_4336,,หารเทา,,,4336,SE Station,
SRT_4337,,วัดควนเผยอ,,,4337,SE Station,
SRT_4338,,โคกทราย,,,4338,SE Station,
SRT_4340,,ควนเนียง,,,4340,SE Station,
SRT_4342,,บ้านเกาะใหญ่,,,4342,SE Station,
SRT_4344,,บางกล่ำ,,,4344,SE Station,
SRT_4345,,บ้านดินลาน,,,4345,SE Station,
SRT_4347,,ชุมทางหาดใหญ่,,,4347,SE Station,
SRT_4368,,คลองแงะ,,,4368,SE Station,
